study	submitted_id	internal_lib_name	genome_acc	wgs_acc	biosample	ncbi_taxonomy
PRJNA1071982	MFD02520_ilm_asm_bin8	LIB-MJ140-C2_02.8	GCA_049692335.1	JBAVOT000000000	SAMN40008591	Ignavibacteriaceae bacterium
PRJNA1071982	MFD12961_ilm_asm_bin2	LIB-MJ386-H9_04.2	GCA_049671085.1	JBATUJ000000000	SAMN40011555	Ignavibacteriaceae bacterium
PRJNA1071982	MFD12956_ilm_asm_bin20	LIB-MJ387-E8_01.20	GCA_049670345.1	JBATTD000000000	SAMN40011587	Ignavibacteriaceae bacterium
PRJNA1071982	MFD10217_ilm_asm_bin5	LIB-MJ283-H3_04.5	GCA_049667415.1	JBATIA000000000	SAMN40009770	Ignavibacteriaceae bacterium
PRJNA1071982	MFD10359_ilm_asm_bin14	LIB-MJ284-H10_03.14	GCA_049665145.1	JBATFT000000000	SAMN40009829	Ignavibacteriaceae bacterium
PRJNA1071982	MFD10492_ilm_asm_bin7	LIB-MJ305-D5_04.7	GCA_049292555.1	JBATRK000000000	SAMN40010032	Ignavibacteriaceae bacterium
PRJNA1071982	MFD10472_ilm_asm_bin18	LIB-MJ305-F2_04.18	GCA_049291095.1	JBATOT000000000	SAMN40010101	Ignavibacteriaceae bacterium
PRJNA1071982	MFD03278_ilm_asm_bin3	LIB-MJ334-G7_01.3	GCA_049294995.1	JBAQPW000000000	SAMN40010616	Ignavibacteriaceae bacterium
PRJNA1071982	MFD12018_ilm_asm_bin31	LIB-MJ334-B12_01.31	GCA_049294175.1	JBAQCL000000000	SAMN40010366	Ignavibacteriaceae bacterium
PRJNA1071982	MFD01219_ilm_asm_bin3	LIB-MJ091-B7_03.3	GCA_049282135.1	JBAPTN000000000	SAMN40007805	Ignavibacteriaceae bacterium
PRJNA1071982	MFD12145_ilm_asm_bin11	LIB-MJ388-F6_02.11	GCA_049650665.1	JBASAP000000000	SAMN40011660	Ilumatobacter sp.
PRJNA1071982	MFD04454_ilm_asm_bin2	LIB-MJ195-E3_01.2	GCA_049588435.1	JBAVYV000000000	SAMN40008963	Ilumatobacter sp.
PRJNA1071982	MFD03671_ilm_asm_bin1	LIB-MJ259-E10_04.1	GCA_049581105.1	JBAURG000000000	SAMN40009561	Ilumatobacteraceae bacterium
PRJNA1071982	MFD05384_ilm_asm_bin13	LIB-MJ173-C9_01.13	GCA_049593815.1	JBAWHL000000000	SAMN40008739	Ilumatobacteraceae bacterium
PRJNA1071982	MFD02285_ilm_asm_bin1	LIB-MJ262-C5_03.1	GCA_049687215.1	JBAVIT000000000	SAMN40009605	Ilumatobacteraceae bacterium
PRJNA1071982	MFD01649_ilm_asm_bin38	LIB-MJ134-A5_03.38	GCA_049696035.1	JBAVTH000000000	SAMN40008473	Ilumatobacteraceae bacterium
PRJNA1071982	MFD03804_ilm_asm_bin3	LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.3	GCA_049698515.1	JBAVYA000000000	SAMN40008350	Ilumatobacteraceae bacterium
PRJNA1071982	MFD10501_ilm_asm_bin8	LIB-MJ305-E6_04.8	GCA_049291655.1	JBATPV000000000	SAMN40010073	Ilumatobacteraceae bacterium
PRJNA1071982	MFD10579_ilm_asm_bin10	LIB-MJ334-C5_01.10	GCA_049299535.1	JBAQXN000000000	SAMN40010417	Ilumatobacteraceae bacterium
PRJNA1071982	MFD06878_ilm_asm_bin42	LIB-MJ413-H3_01.42	GCA_049275015.1	JBASTS000000000	SAMN40012542	Ilumatobacteraceae bacterium
PRJNA1071982	MFD09680_ilm_asm_bin1	LIB-MJ196-E11_02.1	GCA_049579985.1	JBAUOX000000000	SAMN40008998	Isosphaeraceae bacterium
PRJNA1071982	MFD05377_ilm_asm_bin7	LIB-MJ176-C4_03.7	GCA_049592075.1	JBAWFS000000000	SAMN40008784	Isosphaeraceae bacterium
PRJNA1071982	MFD01872_ilm_asm_bin9	LIB-MJ177-C6_03.9	GCA_049591775.1	JBAWFJ000000000	SAMN40008793	Isosphaeraceae bacterium
PRJNA1071982	MFD09247_ilm_asm_bin6	LIB-MJ252-H4_02.6	GCA_049584175.1	JBAUXI000000000	SAMN40009403	Isosphaeraceae bacterium
PRJNA1071982	MFD02210_ilm_asm_bin19	LIB-MJ407-D6_04.19	GCA_049641885.1	JBAROB000000000	SAMN40011986	Isosphaeraceae bacterium
PRJNA1071982	MFD06088_ilm_asm_bin4	LIB-MJ344-G5_04.4	GCA_049796035.1	JBAREI000000000	SAMN40011039	Isosphaeraceae bacterium
PRJNA1071982	MFD03263_ilm_asm_bin16	LIB-MJ353-A11_03.16	GCA_049791555.1	JBARAA000000000	SAMN40011151	Jannaschia helgolandensis
PRJNA1071982	MFD12172_ilm_asm_bin17	LIB-MJ388-H6_02.17	GCA_049650145.1	JBARZP000000000	SAMN40011686	Jannaschia helgolandensis
PRJNA1071982	MFD12159_ilm_asm_bin41	LIB-MJ389-C5_03.41	GCA_049647845.1	JBARYL000000000	SAMN40011716	Jannaschia sp.
PRJNA1071982	MFD12135_ilm_asm_bin13	LIB-MJ389-D7_03.13	GCA_049647445.1	JBARXR000000000	SAMN40011736	Jannaschia sp.
PRJNA1071982	MFD03804_ilm_asm_bin27	LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.27	GCA_049698575.1	JBAVYB000000000	SAMN40008349	Jiangellales bacterium
PRJNA1071982	MFD03671_ilm_asm_bin2	LIB-MJ259-E10_04.2	GCA_049581045.1	JBAURF000000000	SAMN40009562	Jiangellales bacterium
PRJNA1071982	MFD01704_ilm_asm_bin15	LIB-MJ226-B1_01.15	GCA_049588135.1	JBAVFG000000000	SAMN40009202	Kaistella sp.
PRJNA1071982	MFD03261_ilm_asm_bin9	LIB-MJ352-A5_03.9	GCA_049793995.1	JBARCJ000000000	SAMN40011090	Ketobacter sp.
PRJNA1071982	MFD12170_ilm_asm_bin16	LIB-MJ389-C11_03.16	GCA_049648625.1	JBARYX000000000	SAMN40011704	Ketobacter sp.
PRJNA1071982	MFD00109_ilm_asm_bin4	LIB-MJ055-G4_04.4	GCA_049283855.1	JBAPWU000000000	SAMN40007720	Kineosporiaceae bacterium
PRJNA1071982	MFD13484_ilm_asm_bin6	LIB-MJ413-A8_01.6	GCA_049658665.1	JBASOW000000000	SAMN40012051	Kiritimatiellia bacterium
PRJNA1071982	MFD13467_ilm_asm_bin26	LIB-MJ413-B10_01.26	GCA_049657695.1	JBASNW000000000	SAMN40012077	Kiritimatiellia bacterium
PRJNA1071982	MFD13481_ilm_asm_bin24	LIB-MJ413-D8_01.24	GCA_049654145.1	JBASHQ000000000	SAMN40012239	Kiritimatiellia bacterium
PRJNA1071982	MFD13472_ilm_asm_bin12	LIB-MJ413-E9_01.12	GCA_049652565.1	JBASEK000000000	SAMN40012325	Kiritimatiellia bacterium
PRJNA1071982	MFD13471_ilm_asm_bin6	LIB-MJ413-F9_01.6	GCA_049277615.1	JBASYT000000000	SAMN40012411	Kiritimatiellia bacterium
PRJNA1071982	MFD13470_ilm_asm_bin28	LIB-MJ413-G9_01.28	GCA_049275775.1	JBASVE000000000	SAMN40012504	Kiritimatiellia bacterium
PRJNA1071982	MFD10546_ilm_asm_bin6	LIB-MJ334-D7_01.6	GCA_049297795.1	JBAQUY000000000	SAMN40010484	Klebsiella planticola
PRJNA1071982	MFD02237_ilm_asm_bin5	LIB-MJ256-G6_03.5	GCA_049581985.1	JBAUTA000000000	SAMN40009515	Kovacikia sp.
PRJNA1071982	MFD01542_ilm_asm_bin9	LIB-MJ140-A8_02.9	GCA_049692695.1	JBAVPC000000000	SAMN40008582	Ktedonobacteraceae bacterium
PRJNA1071982	MFD10584_ilm_asm_bin4	LIB-MJ334-H5_01.4	GCA_049305155.1	JBAQOV000000000	SAMN40010643	Lactobacillus amylovorus
PRJNA1071982	MFD10581_ilm_asm_bin8	LIB-MJ334-E5_01.8	GCA_049296995.1	JBAQTM000000000	SAMN40010522	Lactobacillus amylovorus
PRJNA1071982	MFD10578_ilm_asm_bin20	LIB-MJ334-B5_01.20	GCA_049293835.1	JBAQBY000000000	SAMN40010379	Lactobacillus delbrueckii
PRJNA1071982	MFD10546_ilm_asm_bin44	LIB-MJ334-D7_01.44	GCA_049297815.1	JBAQUZ000000000	SAMN40010483	Lactococcus hircilactis
PRJNA1071982	MFD10546_ilm_asm_bin12	LIB-MJ334-D7_01.12	GCA_049297915.1	JBAQVE000000000	SAMN40010478	Lactococcus lactis
PRJNA1071982	MFD10592_ilm_asm_bin23	LIB-MJ334-H6_01.23	GCA_049305035.1	JBAQOS000000000	SAMN40010646	Latilactobacillus curvatus
PRJNA1071982	MFD13471_ilm_asm_bin32	LIB-MJ413-F9_01.32	GCA_049277855.1	JBASZE000000000	SAMN40012400	Lawsonella sp.
PRJNA1071982	MFD00208_ilm_asm_bin2	LIB-MJ054-D1_03.2	GCA_049284415.1	JBAPXW000000000	SAMN40007692	Leclercia sp.
PRJNA1071982	MFD12171_ilm_asm_bin4	LIB-MJ386-H4_04.4	GCA_049671285.1	JBATUQ000000000	SAMN40011548	Leeuwenhoekiella sp.
PRJNA1071982	MFD12145_ilm_asm_bin18	LIB-MJ388-F6_02.18	GCA_049650645.1	JBASAO000000000	SAMN40011661	Leeuwenhoekiella sp.
PRJNA1071982	MFD05803_ilm_asm_bin23	LIB-MJ353-F8_03_v_LIB-MJ407-H3_04.23	GCA_049790535.1	JBAQZB000000000	SAMN40011177	Legionella sp.
PRJNA1071982	MFD06880_ilm_asm_bin9	LIB-MJ413-G3_01.9	GCA_049276735.1	JBASWZ000000000	SAMN40012457	Lentibacter algarum
PRJNA1071982	MFD06878_ilm_asm_bin52	LIB-MJ413-H3_01.52	GCA_049274995.1	JBASTR000000000	SAMN40012543	Lentibacter algarum
PRJNA1071982	MFD06885_ilm_asm_bin21	LIB-MJ413-A5_01.21	GCA_049660065.1	JBASQJ000000000	SAMN40012012	Lentibacter algarum
PRJNA1071982	MFD10544_ilm_asm_bin44	LIB-MJ305-B12_04.44	GCA_049662385.1	JBATBN000000000	SAMN40009939	Leptotrichiaceae bacterium
PRJNA1071982	MFD10530_ilm_asm_bin7	LIB-MJ305-B10_04.7	GCA_049662585.1	JBATBY000000000	SAMN40009928	Leptotrichiaceae bacterium
PRJNA1071982	MFD10537_ilm_asm_bin10	LIB-MJ305-C11_04.10	GCA_049661745.1	JBATAJ000000000	SAMN40009969	Leptotrichiaceae bacterium
PRJNA1071982	MFD10533_ilm_asm_bin31	LIB-MJ305-G10_04.31	GCA_049290295.1	JBATNJ000000000	SAMN40010137	Leptotrichiaceae bacterium
PRJNA1071982	MFD10528_ilm_asm_bin54	LIB-MJ305-H9_04.54	GCA_049288825.1	JBAQIL000000000	SAMN40010210	Leptotrichiaceae bacterium
PRJNA1071982	MFD10569_ilm_asm_bin17	LIB-MJ334-A4_01.17	GCA_049286545.1	JBAQEC000000000	SAMN40010323	Leptotrichiaceae bacterium
PRJNA1071982	MFD10538_ilm_asm_bin52	LIB-MJ305-D11_04.52	GCA_049293115.1	JBATSD000000000	SAMN40010013	Leptotrichiaceae bacterium
PRJNA1071982	MFD10531_ilm_asm_bin54	LIB-MJ305-D10_04.54	GCA_049293195.1	JBATSH000000000	SAMN40010009	Leptotrichiaceae bacterium
PRJNA1071982	MFD10532_ilm_asm_bin51	LIB-MJ305-E10_04.51	GCA_049292035.1	JBATQM000000000	SAMN40010056	Leptotrichiaceae bacterium
PRJNA1071982	MFD10540_ilm_asm_bin37	LIB-MJ305-F11_04.37	GCA_049291155.1	JBATOW000000000	SAMN40010098	Leptotrichiaceae bacterium
PRJNA1071982	MFD10574_ilm_asm_bin21	LIB-MJ334-F4_01.21	GCA_049296515.1	JBAQSQ000000000	SAMN40010544	Leptotrichiaceae bacterium
PRJNA1071982	MFD10560_ilm_asm_bin26	LIB-MJ334-F2_01.26	GCA_049296655.1	JBAQSU000000000	SAMN40010540	Leptotrichiaceae bacterium
PRJNA1071982	MFD10590_ilm_asm_bin43	LIB-MJ334-F6_01.43	GCA_049296195.1	JBAQSA000000000	SAMN40010560	Leptotrichiaceae bacterium
PRJNA1071982	MFD10583_ilm_asm_bin20	LIB-MJ334-G5_01.20	GCA_049295255.1	JBAQQM000000000	SAMN40010600	Leptotrichiaceae bacterium
PRJNA1071982	MFD10592_ilm_asm_bin26	LIB-MJ334-H6_01.26	GCA_049304955.1	JBAQOQ000000000	SAMN40010648	Leptotrichiaceae bacterium
PRJNA1071982	MFD10546_ilm_asm_bin15	LIB-MJ334-D7_01.15	GCA_049297895.1	JBAQVD000000000	SAMN40010479	Leuconostoc citreum
PRJNA1071982	MFD10578_ilm_asm_bin9	LIB-MJ334-B5_01.9	GCA_049293795.1	JBAQBW000000000	SAMN40010381	Leuconostoc falkenbergense
PRJNA1071982	MFD10562_ilm_asm_bin5	LIB-MJ334-H2_01.5	GCA_049305415.1	JBAQPB000000000	SAMN40010637	Leuconostoc falkenbergense
PRJNA1071982	MFD10537_ilm_asm_bin14	LIB-MJ305-C11_04.14	GCA_049661625.1	JBATAI000000000	SAMN40009970	Leuconostoc mesenteroides
PRJNA1071982	MFD12120_ilm_asm_bin34	LIB-MJ388-F1_02.34	GCA_049650785.1	JBASAV000000000	SAMN40011654	Lewinella sp.
PRJNA1071982	MFD13485_ilm_asm_bin27	LIB-MJ413-H7_01.27	GCA_049274585.1	JBASSX000000000	SAMN40012563	Limnochordia bacterium
PRJNA1071982	MFD13477_ilm_asm_bin11	LIB-MJ413-H8_01.11	GCA_049274425.1	JBASSP000000000	SAMN40012571	Limnochordia bacterium
PRJNA1071982	MFD13477_ilm_asm_bin29	LIB-MJ413-H8_01.29	GCA_049274265.1	JBASSH000000000	SAMN40012579	Limnochordia bacterium
PRJNA1071982	MFD13469_ilm_asm_bin4	LIB-MJ413-H9_01.4	GCA_049274045.1	JBASRW000000000	SAMN40012590	Limnochordia bacterium
PRJNA1071982	MFD13477_ilm_asm_bin7	LIB-MJ413-H8_01.7	GCA_049274215.1	JBASSD000000000	SAMN40012583	Limnochordia bacterium
PRJNA1071982	MFD13456_ilm_asm_bin7	LIB-MJ413-G11_01.7	GCA_049277115.1	JBASXU000000000	SAMN40012436	Limnochordia bacterium
PRJNA1071982	MFD13456_ilm_asm_bin10	LIB-MJ413-G11_01.10	GCA_049277275.1	JBASYB000000000	SAMN40012429	Limnochordia bacterium
PRJNA1071982	MFD13486_ilm_asm_bin9	LIB-MJ413-G7_01.9	GCA_049276235.1	JBASWA000000000	SAMN40012482	Limnochordia bacterium
PRJNA1071982	MFD13478_ilm_asm_bin14	LIB-MJ413-G8_01.14	GCA_049276175.1	JBASVX000000000	SAMN40012485	Limnochordia bacterium
PRJNA1071982	MFD13478_ilm_asm_bin6	LIB-MJ413-G8_01.6	GCA_049275955.1	JBASVM000000000	SAMN40012496	Limnochordia bacterium
PRJNA1071982	MFD13463_ilm_asm_bin15	LIB-MJ413-H10_01.15	GCA_049275615.1	JBASUW000000000	SAMN40012512	Limnochordia bacterium
PRJNA1071982	MFD13463_ilm_asm_bin17	LIB-MJ413-H10_01.17	GCA_049275595.1	JBASUV000000000	SAMN40012513	Limnochordia bacterium
PRJNA1071982	MFD13455_ilm_asm_bin20	LIB-MJ413-H11_01.20	GCA_049275235.1	JBASUD000000000	SAMN40012531	Limnochordia bacterium
PRJNA1071982	MFD13455_ilm_asm_bin4	LIB-MJ413-H11_01.4	GCA_049275135.1	JBASTY000000000	SAMN40012536	Limnochordia bacterium
PRJNA1071982	MFD13471_ilm_asm_bin61	LIB-MJ413-F9_01.61	GCA_049277635.1	JBASYS000000000	SAMN40012412	Limnochordia bacterium
PRJNA1071982	MFD13479_ilm_asm_bin3	LIB-MJ413-F8_01.3	GCA_049651385.1	JBASBZ000000000	SAMN40012388	Limnochordia bacterium
PRJNA1071982	MFD13479_ilm_asm_bin10	LIB-MJ413-F8_01.10	GCA_049651485.1	JBASCD000000000	SAMN40012384	Limnochordia bacterium
PRJNA1071982	MFD13468_ilm_asm_bin3	LIB-MJ413-A10_01.3	GCA_049660605.1	JBASQW000000000	SAMN40011999	Limnochordia bacterium
PRJNA1071982	MFD13462_ilm_asm_bin6	LIB-MJ413-A11_01.6	GCA_049660405.1	JBASQS000000000	SAMN40012003	Limnochordia bacterium
PRJNA1071982	MFD13461_ilm_asm_bin23	LIB-MJ413-B11_01.23	GCA_049657345.1	JBASNN000000000	SAMN40012086	Limnochordia bacterium
PRJNA1071982	MFD13461_ilm_asm_bin34	LIB-MJ413-B11_01.34	GCA_049657265.1	JBASNI000000000	SAMN40012091	Limnochordia bacterium
PRJNA1071982	MFD13476_ilm_asm_bin11	LIB-MJ413-A9_01.11	GCA_049658595.1	JBASOU000000000	SAMN40012053	Limnochordia bacterium
PRJNA1071982	MFD13476_ilm_asm_bin9	LIB-MJ413-A9_01.9	GCA_049658165.1	JBASOK000000000	SAMN40012063	Limnochordia bacterium
PRJNA1071982	MFD13492_ilm_asm_bin43	LIB-MJ413-A7_01.43	GCA_049659345.1	JBASPP000000000	SAMN40012032	Limnochordia bacterium
PRJNA1071982	MFD13484_ilm_asm_bin22	LIB-MJ413-A8_01.22	GCA_049658935.1	JBASPD000000000	SAMN40012044	Limnochordia bacterium
PRJNA1071982	MFD13480_ilm_asm_bin8	LIB-MJ413-E8_01.8	GCA_049652605.1	JBASEM000000000	SAMN40012323	Limnochordia bacterium
PRJNA1071982	MFD13457_ilm_asm_bin26	LIB-MJ413-F11_01.26	GCA_049652125.1	JBASDK000000000	SAMN40012351	Limnochordia bacterium
PRJNA1071982	MFD13457_ilm_asm_bin37	LIB-MJ413-F11_01.37	GCA_049652025.1	JBASDF000000000	SAMN40012356	Limnochordia bacterium
PRJNA1071982	MFD13472_ilm_asm_bin31	LIB-MJ413-E9_01.31	GCA_049652425.1	JBASDZ000000000	SAMN40012336	Limnochordia bacterium
PRJNA1071982	MFD13473_ilm_asm_bin12	LIB-MJ413-D9_01.12	GCA_049654005.1	JBASHI000000000	SAMN40012247	Limnochordia bacterium
PRJNA1071982	MFD13480_ilm_asm_bin7	LIB-MJ413-E8_01.7	GCA_049654365.1	JBASEN000000000	SAMN40012322	Limnochordia bacterium
PRJNA1071982	MFD13489_ilm_asm_bin73	LIB-MJ413-D7_01.73	GCA_049654485.1	JBASHW000000000	SAMN40012233	Limnochordia bacterium
PRJNA1071982	MFD13458_ilm_asm_bin3	LIB-MJ413-E11_01.3	GCA_049653325.1	JBASGB000000000	SAMN40012282	Limnochordia bacterium
PRJNA1071982	MFD13458_ilm_asm_bin2	LIB-MJ413-E11_01.2	GCA_049653445.1	JBASGH000000000	SAMN40012276	Limnochordia bacterium
PRJNA1071982	MFD13465_ilm_asm_bin43	LIB-MJ413-E10_01.43	GCA_049653485.1	JBASGJ000000000	SAMN40012272	Limnochordia bacterium
PRJNA1071982	MFD13465_ilm_asm_bin12	LIB-MJ413-E10_01.12	GCA_049653705.1	JBASGU000000000	SAMN40012261	Limnochordia bacterium
PRJNA1071982	MFD13474_ilm_asm_bin18	LIB-MJ413-C9_01.18	GCA_049655705.1	JBASKG000000000	SAMN40012171	Limnochordia bacterium
PRJNA1071982	MFD13474_ilm_asm_bin31	LIB-MJ413-C9_01.31	GCA_049655605.1	JBASKB000000000	SAMN40012176	Limnochordia bacterium
PRJNA1071982	MFD13466_ilm_asm_bin21	LIB-MJ413-D10_01.21	GCA_049655285.1	JBASJM000000000	SAMN40012191	Limnochordia bacterium
PRJNA1071982	MFD13459_ilm_asm_bin14	LIB-MJ413-D11_01.14	GCA_049655105.1	JBASJC000000000	SAMN40012201	Limnochordia bacterium
PRJNA1071982	MFD13475_ilm_asm_bin6	LIB-MJ413-B9_01.6	GCA_049656625.1	JBASMA000000000	SAMN40012125	Limnochordia bacterium
PRJNA1071982	MFD13475_ilm_asm_bin7	LIB-MJ413-B9_01.7	GCA_049656605.1	JBASLZ000000000	SAMN40012126	Limnochordia bacterium
PRJNA1071982	MFD13483_ilm_asm_bin14	LIB-MJ413-B8_01.14	GCA_049656945.1	JBASMQ000000000	SAMN40012109	Limnochordia bacterium
PRJNA1071982	MFD13460_ilm_asm_bin8	LIB-MJ413-C11_01.8	GCA_049656105.1	JBASKZ000000000	SAMN40012152	Limnochordia bacterium
PRJNA1071982	MFD13482_ilm_asm_bin4	LIB-MJ413-C8_01.4	GCA_049655865.1	JBASKO000000000	SAMN40012163	Limnochordia bacterium
PRJNA1071982	MFD13460_ilm_asm_bin16	LIB-MJ413-C11_01.16	GCA_049656325.1	JBASLL000000000	SAMN40012140	Limnochordia bacterium
PRJNA1071982	MFD13460_ilm_asm_bin3	LIB-MJ413-C11_01.3	GCA_049656145.1	JBASLC000000000	SAMN40012149	Limnochordia bacterium
PRJNA1071982	MFD12110_ilm_asm_bin25	LIB-MJ413-D1_01.25	GCA_049655445.1	JBASJT000000000	SAMN40012184	Limnohabitans sp.
PRJNA1071982	MFD12110_ilm_asm_bin34	LIB-MJ413-D1_01.34	GCA_049655425.1	JBASJS000000000	SAMN40012185	Limnohabitans sp.
PRJNA1071982	MFD12111_ilm_asm_bin5	LIB-MJ413-E1_01.5	GCA_049653725.1	JBASGV000000000	SAMN40012260	Limnohabitans sp.
PRJNA1071982	MFD12112_ilm_asm_bin6	LIB-MJ413-F1_01.6	GCA_049652245.1	JBASDQ000000000	SAMN40012345	Limnohabitans sp.
PRJNA1071982	MFD12113_ilm_asm_bin38	LIB-MJ413-G1_01.38	GCA_049277455.1	JBASYK000000000	SAMN40012420	Limnohabitans sp.
PRJNA1071982	MFD12113_ilm_asm_bin13	LIB-MJ413-G1_01.13	GCA_049277515.1	JBASYN000000000	SAMN40012417	Limnohabitans sp.
PRJNA1071982	MFD00612_ilm_asm_bin28	LIB-MJ106-E8_01.28	GCA_049279415.1	JBAPOB000000000	SAMN40007947	Limnoraphis robusta
PRJNA1071982	MFD12125_ilm_asm_bin38	LIB-MJ390-B4_03.38	GCA_049645745.1	JBARUL000000000	SAMN40011820	Limnoraphis sp.
PRJNA1071982	MFD12167_ilm_asm_bin23	LIB-MJ390-D2_03.23	GCA_049644465.1	JBARRZ000000000	SAMN40011884	Limnothrix sp.
PRJNA1071982	MFD12175_ilm_asm_bin8	LIB-MJ386-A11_04.8	GCA_049673465.1	JBATXP000000000	SAMN40011471	Litorimonas sp.
PRJNA1071982	MFD12175_ilm_asm_bin16	LIB-MJ386-A11_04.16	GCA_049673425.1	JBATXR000000000	SAMN40011469	Litorimonas sp.
PRJNA1071982	MFD12174_ilm_asm_bin6	LIB-MJ389-E2_03.6	GCA_049647245.1	JBARXH000000000	SAMN40011746	Litorimonas sp.
PRJNA1071982	MFD05593_ilm_asm_bin9	LIB-MJ197-A8_03.9	GCA_049579565.1	JBAUOD000000000	SAMN40009018	Luteibacter sp.
PRJNA1071982	MFD10577_ilm_asm_bin21	LIB-MJ334-A5_01.21	GCA_049294895.1	JBAQDV000000000	SAMN40010330	Luteococcus japonicus
PRJNA1071982	MFD12018_ilm_asm_bin24	LIB-MJ334-B12_01.24	GCA_049294155.1	JBAQCN000000000	SAMN40010364	Lutibacter sp.
PRJNA1071982	MFD12019_ilm_asm_bin26	LIB-MJ334-C12_01.26	GCA_049299795.1	JBAQYA000000000	SAMN40010404	Lutibacter sp.
PRJNA1071982	MFD12079_ilm_asm_bin2	LIB-MJ335-F8_02.2	GCA_049301435.1	JBAQKX000000000	SAMN40010746	Lutibacter sp.
PRJNA1071982	MFD04863_ilm_asm_bin8	LIB-MJ194-D4_04.8	GCA_049588815.1	JBAVZO000000000	SAMN40008944	Lutimonas sp.
PRJNA1071982	MFD10297_ilm_asm_bin14	LIB-MJ284-F2_03.14	GCA_049665555.1	JBATGG000000000	SAMN40009816	Lutimonas sp.
PRJNA1071982	MFD10316_ilm_asm_bin6	LIB-MJ284-C5_03.6	GCA_049666225.1	JBATGY000000000	SAMN40009798	Lutimonas sp.
PRJNA1071982	MFD10356_ilm_asm_bin4	LIB-MJ284-D10_03.4	GCA_049666025.1	JBATGS000000000	SAMN40009804	Lutimonas sp.
PRJNA1071982	MFD10305_ilm_asm_bin32	LIB-MJ284-H3_03.32	GCA_049664905.1	JBATFP000000000	SAMN40009833	Lutimonas sp.
PRJNA1071982	MFD10331_ilm_asm_bin12	LIB-MJ284-B7_03.12	GCA_049666505.1	JBATHH000000000	SAMN40009789	Lutimonas sp.
PRJNA1071982	MFD06945_ilm_asm_bin8	LIB-MJ282-B4_03.8	GCA_049684915.1	JBAVGO000000000	SAMN40009662	Lutisporaceae bacterium
PRJNA1071982	MFD12000_ilm_asm_bin24	LIB-MJ334-F9_01.24	GCA_049296025.1	JBAQRU000000000	SAMN40010566	Lysobacteraceae bacterium
PRJNA1071982	MFD04398_ilm_asm_bin13	LIB-MJ192-B6_04.13	GCA_049589995.1	JBAWBX000000000	SAMN40008883	Lysobacterales bacterium
PRJNA1071982	MFD10196_ilm_asm_bin11	LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.11	GCA_049684235.1	JBAVFT000000000	SAMN40009683	Lysobacterales bacterium
PRJNA1071982	MFD10238_ilm_asm_bin2	LIB-MJ283-E6_04.2	GCA_049668385.1	JBATJH000000000	SAMN40009737	Lysobacterales bacterium
PRJNA1071982	MFD10299_ilm_asm_bin1	LIB-MJ284-H2_03.1	GCA_049665025.1	JBATFS000000000	SAMN40009830	Lysobacterales bacterium
PRJNA1071982	MFD03250_ilm_asm_bin8	LIB-MJ352-B11_03.8	GCA_049793635.1	JBARCC000000000	SAMN40011097	Maribacter sp.
PRJNA1071982	MFD12125_ilm_asm_bin32	LIB-MJ390-B4_03.32	GCA_049645725.1	JBARUM000000000	SAMN40011819	Maribacter sp.
PRJNA1071982	MFD12125_ilm_asm_bin23	LIB-MJ390-B4_03.23	GCA_049645765.1	JBARUO000000000	SAMN40011817	Maribacter sp.
PRJNA1071982	MFD10278_ilm_asm_bin14	LIB-MJ283-G11_04_v_LIB-MJ415-A7_04.14	GCA_049668005.1	JBATIW000000000	SAMN40009748	Maribacter sp.
PRJNA1071982	MFD10265_ilm_asm_bin12	LIB-MJ283-H9_04.12	GCA_049667165.1	JBATHS000000000	SAMN40009778	Maribacter sp.
PRJNA1071982	MFD10227_ilm_asm_bin1	LIB-MJ283-B5_04.1	GCA_049669205.1	JBATKH000000000	SAMN40009711	Maribacter sp.
PRJNA1071982	MFD12168_ilm_asm_bin7	LIB-MJ390-H2_03.7	GCA_049642245.1	JBAROQ000000000	SAMN40011971	Maribacter stanieri
PRJNA1071982	MFD12164_ilm_asm_bin6	LIB-MJ386-F4_04.6	GCA_049671745.1	JBATVL000000000	SAMN40011527	Marinifilaceae bacterium
PRJNA1071982	MFD12156_ilm_asm_bin12	LIB-MJ389-G4_03.12	GCA_049646805.1	JBARWL000000000	SAMN40011768	Marinomonas sp.
PRJNA1071982	MFD12155_ilm_asm_bin13	LIB-MJ389-C2_03.13	GCA_049648555.1	JBARYW000000000	SAMN40011705	Marinomonas sp.
PRJNA1071982	MFD12122_ilm_asm_bin20	LIB-MJ386-G6_04.20	GCA_049671545.1	JBATVB000000000	SAMN40011537	Marinomonas sp.
PRJNA1071982	MFD12121_ilm_asm_bin14	LIB-MJ388-A12_02.14	GCA_049683135.1	JBAUIR000000000	SAMN40011618	Marinomonas sp.
PRJNA1071982	MFD10477_ilm_asm_bin25	LIB-MJ305-D3_04.25	GCA_049292875.1	JBATRW000000000	SAMN40010020	Melioribacteraceae bacterium
PRJNA1071982	MFD04250_ilm_asm_bin5	LIB-MJ226-A2_01.5	GCA_049588175.1	JBAVFI000000000	SAMN40009200	Mesobacillus sp.
PRJNA1071982	MFD12213_ilm_asm_bin6	LIB-MJ387-B6_01.6	GCA_049670745.1	JBATTT000000000	SAMN40011571	Mesorhizobium sp.
